,FootNote,FMP,Common.Name,Species.Name,Author,Title,Journal,Volume,Number,Pages,Year,URL,Editors,Publisher
936,100,Shrimp,White Shrimp ,Penaeus setiferus,"Baker, R., M. Fujiwara and T. J. Minello",Juvenile growth and mortality effects on white shrimp Litopenaeus setiferus population dynamics in the northern Gulf of Mexico,Fisheries Research,155,.,74--82,2014,http://www.sciencedirect.com/science/article/pii/S0165783614000721,.,.
937,101,Shrimp,White Shrimp ,Penaeus setiferus,"Dall, W., B. J. Hill, P. C. Rothlisberg and D. J. Staples",The Biology of the Penaeidae,.,.,.,.,1990,.,.,"Academic Press, London"
938,102,Shrimp,White Shrimp ,Penaeus setiferus,"Baker, R. and T. J. Minello",Growth and mortality of juvenile white shrimp Litope-naeus setiferus in a marsh pond,Marine Ecology Progress Series,413,.,95--104,2010,http://www.int-res.com/abstracts/meps/v413/p95-104/,.,.
939,103,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P. and T. J. Minello",Using nekton growth as a metric for assessing habitatrestoration by marsh terracing,Marine Ecology Progress Series,394,.,179--193,2009,http://www.int-res.com/abstracts/meps/v394/p179-193/,.,.
940,104,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P. and T. J. Minello",Variation in penaeid shrimp growth rates along andestuarine salinity gradient: implications for managing river diversions,Journal of Experimental Marine Biology and Ecology,397,.,196--207,2011,http://www.sciencedirect.com/science/article/pii/S0022098110004946,.,.
941,105,Shrimp,White Shrimp ,Penaeus setiferus,"Knudsen, E. E., B. D. Rogers, R. F. Paille, W. H. Herke and J. P. Geaghan","Juvenile white shrimp growth, mortality, and emigration in weired and unweired Louisiana marsh ponds",North American Journal of Fisheries Management,16,.,640--652,1996,http://www.tandfonline.com/doi/abs/10.1577/1548-8675%281996%29016%3C0640%3AJWSGMA%3E2.3.CO%3B2,.,.
942,106,Shrimp,White Shrimp ,Penaeus setiferus,"Webb, S. and R. T. Kneib",Individual growth rates and movement of white shrimp(Litopenaeus setiferus) in a tidal marsh estuary,Fishery Bulletin,102,.,376--388,2004,https://www.scopus.com/record/display.uri?eid=2-s2.0-2342423605&origin=inward&txGid=7045CB5DB71A0431EE88E10571883230.wsnAw8kcdt7IPYLO0V48gA%3a2,.,.
943,107,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J., G. A. Matthews, P. A. Caldwell and L. P. Rozas","Population and pro-duction estimates for decapod crustaceans in wetlands of Galveston Bay, Texas",Transactions of the American Fisheries Society,137,.,129--146,2008,http://www.tandfonline.com/doi/abs/10.1577/T06-276.1,.,.
944,108,Shrimp,White Shrimp ,Penaeus setiferus,"Klima, E. R",A white shrimp mark-recapture study,Transactions of the American Fisheries Society,103,1,107--113,1974,http://www.tandfonline.com/doi/abs/10.1577/1548-8659%281974%29103%3C107%3AAWSMS%3E2.0.CO%3B2,.,.
945,109,Shrimp,White Shrimp ,Penaeus setiferus,NA,.,.,.,.,.,.,.,.,.
946,110,Shrimp,White Shrimp ,Penaeus setiferus,"Klima, E. F",Mark-recapture experiments with brown and white shrimp inthe northern Gulf of Mexico,Proceedings of the 16th Gulf and Caribbean Fisheries Institute,16,.,52--64,1964,.,.,.
947,111,Shrimp,White Shrimp ,Penaeus setiferus,"Caudill, M. C","Nekton utilization of black mangrove (Avicennia germinans) and smooth cordgrass (Spartina alterniflora) sites in southwestern Caminada Bay, Louisiana",M.S. thesis. Louisiana State University,.,.,82 pp,2005,http://etd.lsu.edu/docs/available/etd-11142005-101616/unrestricted/caudill_thesis.pdf,.,.
948,112,Shrimp,White Shrimp ,Penaeus setiferus,"Diop, H., W. R. Keithly, R. F. Kazmierczak and R. F. Shaw",Predicting the abundance of white shrimp (Litopenaeus setiferus) from environmental parameters and previous life stages,Fisheries Research,86,.,31--41,2007,http://www.sciencedirect.com/science/article/pii/S0165783607000926,.,.
949,113,Shrimp,White Shrimp ,Penaeus setiferus,"O'Connor, T. and D. Whitall",Linking hypoxia to shrimp catch in the northern Gulf of Mexico,Marine Pollution Bulletin,54,.,460--463,2007,https://www.researchgate.net/publication/6447226_Linking_Hypoxia_to_Shrimp_Catch_in_the_Northern_Gulf_of_Mexico,.,.
950,114,Shrimp,White Shrimp ,Penaeus setiferus,"Shervette, V. R. and F. Gelwick","Relative nursery function of oyster, vegetated marsh edge, and nonvegetated bottom habitats for juvenile white shrimp Litope-naeus setiferus",Wetland Ecology and Management,16,.,1129--1157,2008,http://link.springer.com/article/10.1007%2Fs11273-007-9077-z,.,.
951,1,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,FAO,"FAO species identification sheets, fishing area 31 (W. Cent. Atlantic)",SERRAN Epin 20,.,.,.,1977,.,.,"FAO, Rome"
952,2,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Manooch, C.S, III",Fishes of the Southeastern United States,"North Carolina State Museum of Natural History, Raleigh, NC",.,.,.,1984,.,.,.
953,3,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,GMFMC,Final environmental impact statement for the reef fish fishery of the Gulf of Mexico,.,.,.,.,1981,.,.,"Gulf of Mexico Fishery Management Council, Tampa, FL"
954,4,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Roe, R",Distribution of snappers and groupers in the Gulf of Mexico and Caribbean Sea as determined from exploratory fishing data,Florida Sea Grant Report,17,.,129--164,1976,.,.,.
955,5,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Nelson, W.R. and J.S. Carpenter",Bottom longline explorations in the Gulf of Mexico,Commercial Fisheries Review,30,10,57--62,1968,https://tpwd.texas.gov/publications/pwdpubs/media/mds_coastal/Series%201_MDS22.pdf,.,.
956,6,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Bullock, L.H. and G.B. Smith",Seabasses (Pisces: Serranidae),Memoirs from the Hourglass Cruises,8,2,243 pp,1991,.,.,.
957,7,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Bullock, L.H., M.F. Godcharles and R.E. Crabtree","Reproduction of yellowedge grouper, Epinephelus flavolimbatus, from the eastern Gulf of Mexico",Bulletin of Marine Science,59,1,216--224,1996,http://sedarweb.org/docs/wsupp/S22_RD06_bullock_1996_BMS_v59.pdf,.,.
958,8,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Matlock, G.C., W.R. Nelson, R.S. Jones, A.W. Green, T.J. Cody, E. Gutherz and J. Doerzbacher","Comparison of two techniques for estimating tilefish, yellowedge grouper, and other deepwater fish populations",Fishery Bulletin,89,.,91--99,1991,https://www.researchgate.net/publication/279709150_Comparison_of_two_techniques_for_estimating_tilefish_yellowedge_grouper_and_other_deepwater_fish_populations,.,.
959,9,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Richards, W.J",Preliminary guide to the identification of the early life history stages of serranid fishes of the western central Atlantic,NOAA Technical Memorandum,NMFS-SEFSC-419,.,.,NA,.,.,.
960,10,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Manickchand-Heileman, S.C. and D.A. Phillip","Age and growth of the yellowedge grouper, Epinephelus flavolimbatus, and the yellowmouth grouper, Mycteroperca interstitialis, off Trinidad and Tobago",Fishery Bulletin,98,.,290--298,NA,https://www.researchgate.net/publication/233416039_Age_and_growth_of_the_yellowedge_grouper_Epinephelus_flavolimbatus_and_the_yellowmouth_grouper_Mycteroperca_interstitialis_off_Trinidad_and_Tobago,.,.
961,11,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Keener, P","Age, growth, and reproductive biology of the yellowedge grouper, Epinephelus flavolimbatus, off the coast of South Carolina","M.S. thesis. College of Charleston, SC",.,.,22 pp,1984,https://www.researchgate.net/publication/35843180_Age_growth_and_reproductive_biology_of_the_yellowedge_grouper_Epinephelus_Flavolimbatus_off_the_coast_of_South_Carolina,.,.
962,12,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Jones, R.S., E.J. Gutherz, W.R. Nelson and G.C. Matlock","Burrow utilization by yellowedge grouper, Epinephelus flavolimbatus, in the northwestern Gulf of Mexico",Environmental Biology of Fishes,26,4,277--284,1989,http://link.springer.com/article/10.1007/BF00002464,.,.
963,13,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Bullock, L.H. and M.F. Godcharles","Life history aspects of the yellowedge grouper, Epinephelus flavolimbatus (Pisces: Serranidae) from the eastern Gulf of Mexico",Florida Marine Research Institute,.,.,23 pp,1986,.,.,.
964,14,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Musick, J. A., M. M. Harbin, S. A. Berkeley, G. H. Burgess, A. M. Eklund, L. Findley, R. G. Gilmore, J. T. Golden, D. S. Ha and G. R. Huntsman","Marine, estuarine, and diadromous fish stocks at risk of extinction in North America (exclusive of Pacific salmonids)",Fisheries,25,11,6--30,NA,http://www.tandfonline.com/doi/abs/10.1577/1548-8446%282000%29025%3C0006%3AMEADFS%3E2.0.CO%3B2?journalCode=ufsh20,.,.
965,15,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Cook, M","Population dynamics, structure and per-recruit analyses of yellowedge grouper, Epinephelus flavolimbatus, from the northern Gulf of Mexico",Ph.D. dissertation. University of Southern Mississippi,.,.,191 pp,2007,http://aquila.usm.edu/theses_dissertations/185/,.,.
966,16,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Marancik, K. E., D. E. Richardson, J. Lyczkowski-Shultz, R. K. Cowen and M. Konieczna",Spatial and temporal distribution of grouper larvae (Serranidae: Epinephelinae: Epinephelini) in the Gulf of Mexico and Straits of Florida,Fishery Bulletin,110,1,1--20,2012,http://fishbull.noaa.gov/1101/marancik.pdf,.,.
967,17,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Sedberry, GEORGE R; Pashuk, O; Wyanski, DM; Stephen, JA; Weinbach, P; ",Spawning locations for Atlantic reef fishes off the southeastern US,Proceedings of the Gulf and Caribbean Fisheries Institute,57,,463-514,2006,http://graysreef.noaa.gov/science/publications/pdfs/i-49.pdf,.,.
968,18,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Cook, M. and M. Hendon","Yellowedge grouper (Epinephelus flavolimbatus) age, growth and reproduction from the northern Gulf of Mexico. SEDAR22-DW-08","National Marine Fisheries Service, Panama City Laboratory Contribution",10--06,.,31 pp,2010,http://sedarweb.org/s22dw08-yellowedge-grouper-epinephelus-flavolimbatus-age-growth-and-reproduction-northern-gulf,.,.
969,19,Reef Fish,Yellowedge Grouper,Epinephelus flavolimbatus,"Pollack, A. G. and G. W. Ingram, Jr","Abundance indices of subadult yellowedge grouper, Epinephelus flavolimbatus, collected in summer and fall groundfish surveys in the northern Gulf of Mexico. SEDAR22-DW-06",.,.,.,.,2010,http://sedarweb.org/docs/wpapers/S22_DW_06_v2.pdf,.,.
970,1,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,FAO,"FAO species identification sheets, fishing area 31 (W. Cent. Atlantic)",SERRAN Myct 8,.,.,.,1977,.,.,"FAO, Rome"
971,2,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Heemstra, P.C. and J.E. Randall","FAO Species Catalogue, v. 16: Groupers of the world",.,.,.,.,1993,.,.,"FAO, Rome"
972,3,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Roe, R",Distribution of snappers and groupers in the Gulf of Mexico and Caribbean Sea as determined from exploratory fishing data,Florida Sea Grant Report,17,.,129--164,1976,.,.,.
973,4,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Randall, J.E",Food habits of reef fishes of the West Indies,Studies in Tropical Oceanography,5,.,665--847,1967,http://www.aoml.noaa.gov/general/lib/CREWS/Cleo/PuertoRico/prpdfs/randall-habits.pdf,.,.
974,5,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Bullock, L.H. and G.B. Smith",Seabasses (Pisces: Serranidae),Memoirs from the Hourglass Cruises,8,2,243 pp,1991,.,.,.
975,6,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Sullivan, K.M. and R. Sluka","The ecology of shallow-water groupers (Pisces: Serranidae) in the upper Florida Keys, USA",In: Biology and culture of tropical groupers and snappers,.,.,74--84,1996,.,"F. Arreguin-Sanchez, J. L. Munro, and D. Pauly (eds.)",ICLARM Conference Proceedings Vol. 48
976,7,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Thompson, R. and J.L. Munro",Aspects of the biology and ecology of Caribbean reef fishes: Serranidae (hinds and groupers),Journal of Fish Biology,12,2,115--146,1978,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-8649.1978.tb04158.x/abstract,.,.
977,8,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Chiappone, M., R. Sluka and K. S. Sealey","Groupers (Pisces: Serranidae) in fished and protected areas of the Florida Keys, Bahamas and northern Caribbean",Marine Ecology Progress Series,198,.,261--272,NA,http://www.int-res.com/articles/meps/198/m198p261.pdf,.,.
978,9,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Garcia-Cagide, A., and T. Garcia",Reproducción de Mycteroperca bonaci y Mycteroperca venenosa en la plataforma cubana,Revista de Biología Tropical,44,2B,771--780,1996,http://revistas.ucr.ac.cr/index.php/rbt/article/view/21692,.,.
979,10,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Hoese, H.D. and R.H. Moore",Fishes of the Gulf of Mexico. 2nd ed,.,.,.,422 pp,1998,.,.,"Texas A & M University Press, College Station, TX"
980,11,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Bannerot, S. and W.W. Fox, Jr",Reproductive strategies and the management of snappers and groupers in the Gulf of Mexico and Caribbean,In: Tropical Snappers and Groupers: Biology and Fisheries Management,.,.,561--603,1987,.,J. J. Polovina and S. Ralston (eds.),"Westview Press, Boulder, CO"
981,12,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Shapiro, D.Y",Reproduction in groupers,In: Tropical Snappers and Groupers: Biology and Fisheries Management,.,.,295--327,1987,.,J. J. Polovina and S. Ralston (eds.),"Westview Press, Boulder, CO"
982,13,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Cushion, N. M","Growth, reproductive life-history traits and energy allocation in Epinephelus guttatus (red hind), E. striatus (Nassau grouper), and Mycteroperca venenosa (yellowfin grouper)(Family Serranidae, Subfamily Epinephelinae)",Ph.D. dissertation. University of Miami,.,.,143 pp,2010,http://scholarlyrepository.miami.edu/cgi/viewcontent.cgi?article=1422&context=oa_dissertations,.,.
983,14,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Nemeth, R. S., E. Kadison, S. Herzlieb, J. Blondeau and E. A. Whiteman",Status of a Yellowfin (Mycteroperca venenosa) grouper spawning aggregation in the US Virgin Islands with notes on other species,Proceedings of the 57th Gulf and Caribbean Fisheries Institute,57,.,543--558,2006,http://aquaticcommons.org/13892/1/gcfi_57-38.pdf,.,.
984,15,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Nemeth, M., M. Scharer and R. Appeldoorn","Observations of Mycteroperca venenosa from a spawning aggregation at Mona Island, Puerto Rico",Proceedings of the 59th Gulf and Caribbean Fisheries Institute,59,.,489--492,2007,http://www.gcfi.org/proceedings/sites/default/files/procs/gcfi_62-37.pdf,.,.
985,16,Reef Fish,Yellowfin Grouper,Mycteroperca venenosa,"Sierra, L. M., R. Claro and O. A. Popova",Trophic biology of the marine fishes of Cuba,Ecology of the Marine Fishes of Cuba,.,.,115--148,NA,.,.,.
986,1,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,FAO,"FAO species identification sheets, fishing area 31 (W. Cent. Atlantic)",SERRAN Myct 3,.,.,.,1978,.,.,"FAO, Rome"
987,2,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Heemstra, P.C. and J.E. Randall","FAO Species Catalogue, v. 16: Groupers of the world",.,.,.,.,1993,.,.,"FAO, Rome"
988,3,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Roe, R",Distribution of snappers and groupers in the Gulf of Mexico and Caribbean Sea as determined from exploratory fishing data,Florida Sea Grant Report,17,.,129--164,1976,.,.,.
989,4,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Richards, W.J",Preliminary guide to the identification of the early life history stages of serranid fishes of the western central Atlantic,NOAA Technical Memorandum,NMFS-SEFSC-419,.,.,NA,.,.,.
990,5,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Bullock, L.H. and G.B. Smith",Seabasses (Pisces: Serranidae),Memoirs from the Hourglass Cruises,8,2,243 pp,1991,.,.,.
991,6,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Musick, J. A., M. M. Harbin, S. A. Berkeley, G. H. Burgess, A. M. Eklund, L. Findley, R. G. Gilmore, J. T. Golden, D. S. Ha and G. R. Huntsman","Marine, estuarine, and diadromous fish stocks at risk of extinction in North America (exclusive of Pacific salmonids)",Fisheries,25,11,6--30,NA,http://www.tandfonline.com/doi/abs/10.1577/1548-8446%282000%29025%3C0006%3AMEADFS%3E2.0.CO%3B2?journalCode=ufsh20,.,.
992,7,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Bullock, L.H. and M.D. Murphy","Aspects of the life history of the yellowmouth grouper, Mycteroperca interstitialis, in the eastern Gulf of Mexico",Bulletin of Marine Science,55,1,30--45,1994,http://www.ingentaconnect.com/content/umrsmas/bullmar/1994/00000055/00000001/art00003,.,.
993,8,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Smith, C.L",A revision of the American groupers: Epinephelus and allied genera,Bulletin of the American Museum of Natural History,146,2,.,1971,http://digitallibrary.amnh.org/handle/2246/1166,.,.
994,9,Reef Fish,Yellowmouth Grouper,Mycteroperca  interstitialis,"Randall, J.E",Food habits of reef fishes of the West Indies,Studies in Tropical Oceanography,5,.,665--847,1967,http://www.aoml.noaa.gov/general/lib/CREWS/Cleo/PuertoRico/prpdfs/randall-habits.pdf,.,.
